User,Time of Day,Location Type,Transport Mode,Crime Rate,Streetlights,CCTV Presence,Police Presence,Area Risk Level,Escape Route Availability,Safety Plan
User459,Morning 🌅,Commercial 🏢,Walking 🚶‍♂️,Low ✅,Well-lit 💡,Yes 📷,No Presence ❌,High Risk 🚨,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User460,Evening 🌆,Crowded Market 🛍️,Metro 🚇,Critical ❌,Well-lit 💡,No ❌,Occasional Patrol 👮,Moderate Risk ⚠️,Limited 🔵,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User461,Morning 🌅,Isolated 🏜️,Metro 🚇,Moderate ⚠️,Well-lit 💡,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,None ❌,"🌙 If walking at night, use well-lit streets. Carry a self-defense tool. Stay in areas with good visibility."
User462,Night 🌙,Residential 🏡,Metro 🚇,Moderate ⚠️,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Danger Zone ❌,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User463,Late Night 🌌,Crowded Market 🛍️,Bike 🏍️,High 🚨,No lights 🚫,No ❌,Frequent Patrol 🚔,Safe ✅,Limited 🔵,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User464,Afternoon ☀️,Commercial 🏢,Car 🚗,Moderate ⚠️,Well-lit 💡,No ❌,Frequent Patrol 🚔,High Risk 🚨,None ❌,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User465,Afternoon ☀️,Residential 🏡,Public Transport 🚌,Critical ❌,No lights 🚫,No ❌,Frequent Patrol 🚔,Danger Zone ❌,None ❌,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User466,Afternoon ☀️,Crowded Market 🛍️,Bike 🏍️,Critical ❌,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,None ❌,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User467,Late Night 🌌,Residential 🏡,Walking 🚶‍♂️,Critical ❌,No lights 🚫,Yes 📷,No Presence ❌,Moderate Risk ⚠️,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User468,Morning 🌅,Crowded Market 🛍️,Bike 🏍️,High 🚨,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Danger Zone ❌,Available 🟢,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User469,Evening 🌆,Commercial 🏢,Public Transport 🚌,Critical ❌,Dimly-lit 🌑,No ❌,No Presence ❌,High Risk 🚨,None ❌,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User470,Morning 🌅,Crowded Market 🛍️,Walking 🚶‍♂️,High 🚨,No lights 🚫,Yes 📷,No Presence ❌,Safe ✅,None ❌,"🚶 Stay on main roads, avoid shortcuts. Keep your phone charged. Share your location with someone you trust."
User471,Night 🌙,Commercial 🏢,Walking 🚶‍♂️,Low ✅,Dimly-lit 🌑,No ❌,No Presence ❌,Moderate Risk ⚠️,Limited 🔵,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User472,Night 🌙,Commercial 🏢,Bike 🏍️,Low ✅,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,Moderate Risk ⚠️,None ❌,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User473,Morning 🌅,Residential 🏡,Walking 🚶‍♂️,Moderate ⚠️,No lights 🚫,No ❌,Occasional Patrol 👮,Safe ✅,Available 🟢,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User474,Afternoon ☀️,Residential 🏡,Walking 🚶‍♂️,Low ✅,No lights 🚫,No ❌,Frequent Patrol 🚔,Safe ✅,Available 🟢,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User475,Afternoon ☀️,Residential 🏡,Public Transport 🚌,Critical ❌,Well-lit 💡,Yes 📷,Frequent Patrol 🚔,High Risk 🚨,Limited 🔵,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User476,Evening 🌆,Isolated 🏜️,Metro 🚇,Critical ❌,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User477,Late Night 🌌,Commercial 🏢,Walking 🚶‍♂️,Low ✅,Dimly-lit 🌑,No ❌,No Presence ❌,High Risk 🚨,None ❌,📍 Choose the safest route based on CCTV and lighting. Prefer main roads with more people.
User478,Night 🌙,Residential 🏡,Walking 🚶‍♂️,Critical ❌,Well-lit 💡,No ❌,Frequent Patrol 🚔,Danger Zone ❌,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User479,Evening 🌆,Slum Area 🚧,Walking 🚶‍♂️,Critical ❌,No lights 🚫,No ❌,Occasional Patrol 👮,Danger Zone ❌,None ❌,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User480,Evening 🌆,Slum Area 🚧,Bike 🏍️,Critical ❌,No lights 🚫,No ❌,No Presence ❌,Moderate Risk ⚠️,Available 🟢,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User481,Night 🌙,Commercial 🏢,Metro 🚇,Moderate ⚠️,Well-lit 💡,Yes 📷,Occasional Patrol 👮,Safe ✅,None ❌,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User482,Evening 🌆,Residential 🏡,Car 🚗,Critical ❌,No lights 🚫,No ❌,No Presence ❌,High Risk 🚨,Available 🟢,"🚨 Avoid isolated areas, keep an emergency contact ready. Travel with a friend if possible. Be aware of your surroundings."
User483,Late Night 🌌,Commercial 🏢,Bike 🏍️,High 🚨,Dimly-lit 🌑,No ❌,Frequent Patrol 🚔,Safe ✅,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User484,Late Night 🌌,Isolated 🏜️,Bike 🏍️,High 🚨,Dimly-lit 🌑,No ❌,No Presence ❌,Safe ✅,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User485,Afternoon ☀️,Residential 🏡,Public Transport 🚌,Critical ❌,Well-lit 💡,No ❌,No Presence ❌,High Risk 🚨,None ❌,"🚌 If using public transport late at night, sit near exits. Avoid empty coaches. Trust your instincts in suspicious situations."
User486,Night 🌙,Residential 🏡,Public Transport 🚌,Moderate ⚠️,No lights 🚫,No ❌,Frequent Patrol 🚔,High Risk 🚨,Available 🟢,"⚠️ If an area feels unsafe, leave immediately. Look confident and walk briskly to a safer spot."
User487,Morning 🌅,Commercial 🏢,Public Transport 🚌,High 🚨,Well-lit 💡,No ❌,Occasional Patrol 👮,Safe ✅,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User488,Afternoon ☀️,Commercial 🏢,Bike 🏍️,Low ✅,No lights 🚫,Yes 📷,No Presence ❌,Moderate Risk ⚠️,None ❌,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User489,Late Night 🌌,Commercial 🏢,Walking 🚶‍♂️,High 🚨,No lights 🚫,Yes 📷,No Presence ❌,High Risk 🚨,Limited 🔵,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User490,Late Night 🌌,Residential 🏡,Car 🚗,Moderate ⚠️,No lights 🚫,Yes 📷,No Presence ❌,High Risk 🚨,Available 🟢,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User491,Evening 🌆,Slum Area 🚧,Car 🚗,Moderate ⚠️,Well-lit 💡,No ❌,Frequent Patrol 🚔,High Risk 🚨,Limited 🔵,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User492,Afternoon ☀️,Residential 🏡,Public Transport 🚌,High 🚨,Dimly-lit 🌑,Yes 📷,Frequent Patrol 🚔,Safe ✅,None ❌,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User493,Afternoon ☀️,Commercial 🏢,Car 🚗,Moderate ⚠️,Well-lit 💡,Yes 📷,Frequent Patrol 🚔,Moderate Risk ⚠️,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User494,Late Night 🌌,Isolated 🏜️,Public Transport 🚌,Moderate ⚠️,Well-lit 💡,No ❌,Frequent Patrol 🚔,Moderate Risk ⚠️,Limited 🔵,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User495,Night 🌙,Crowded Market 🛍️,Public Transport 🚌,Low ✅,No lights 🚫,Yes 📷,Frequent Patrol 🚔,Danger Zone ❌,Available 🟢,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User496,Evening 🌆,Residential 🏡,Metro 🚇,High 🚨,Dimly-lit 🌑,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,Limited 🔵,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
User497,Afternoon ☀️,Isolated 🏜️,Bike 🏍️,High 🚨,No lights 🚫,Yes 📷,Occasional Patrol 👮,High Risk 🚨,None ❌,📞 Always have emergency numbers saved. Avoid engaging with strangers in isolated areas.
User498,Afternoon ☀️,Slum Area 🚧,Metro 🚇,Critical ❌,No lights 🚫,Yes 📷,Occasional Patrol 👮,Danger Zone ❌,Available 🟢,"🚔 If you feel unsafe, head towards the nearest police station or crowded place. Avoid using your phone while walking."
User499,Late Night 🌌,Isolated 🏜️,Walking 🚶‍♂️,Moderate ⚠️,Well-lit 💡,Yes 📷,No Presence ❌,Moderate Risk ⚠️,None ❌,"🚷 Stay away from known crime hotspots. If trapped in a dangerous situation, look for exits and call for help."
User500,Late Night 🌌,Commercial 🏢,Bike 🏍️,Critical ❌,No lights 🚫,No ❌,Frequent Patrol 🚔,High Risk 🚨,Available 🟢,"🏡 If heading home late, inform someone about your ETA. Use safety apps to alert close contacts."
