Area Name,Latitude,Longitude,Streetlights,CCTV Presence,Police Stations Nearby (km),Slum Area,Road Condition Score,Crime Reports Count,Crime Types,Pedestrian Friendly,Traffic Density,Emergency Services Nearby (km),Distance from Borivali (km),Travel Time to Borivali (min),Connected Areas
Anand Nagar,19.23071000272274,72.85675036174726,Yes,No,1.2,No,1,6,Theft,Yes,High,1.9,0.04,0.5,
SFIT (Direct Route),19.239164648159026,72.84199628483034,Yes,No,0.1,Yes,4,44,None,No,High,0.9,1.79,5.9,
Sunshine Hills,19.25515420144953,72.86370744228955,No,Yes,3.0,Yes,1,37,None,Yes,Low,0.5,2.84,7.9,
Mandapeshwar,19.262533851760026,72.85802177817465,Yes,Yes,0.9,No,1,48,Chain Snatching,Yes,Medium,1.7,3.55,10.0,"Eksar, IC Colony, Shimpoli"
Anand Nagar,19.242039882250328,72.85327324403538,Yes,No,2.3,No,3,38,Vandalism,No,Low,0.9,1.32,3.0,
SFIT (Via Eksar Metro),19.266264860719502,72.85980217396953,No,No,1.1,Yes,2,26,Vandalism,No,High,1.8,3.98,8.8,
Patterson Nagar,19.246511722589577,72.84428449716158,No,No,1.9,Yes,1,2,Burglary,Yes,Medium,0.4,2.18,6.3,
SFIT (Direct Route),19.26493148718108,72.86834221950224,No,Yes,0.6,Yes,1,25,Burglary,Yes,Low,0.4,4.01,8.0,
Scott Nagar,19.2549761111599,72.85273602520927,Yes,Yes,2.1,No,1,0,None,Yes,High,0.5,2.74,7.3,
Dattapada,19.24886635080657,72.87376699587628,Yes,No,1.8,No,3,3,Chain Snatching,Yes,Low,2.0,2.73,7.8,
Baker Nagar,19.24720813625261,72.87125228279292,No,Yes,0.8,Yes,4,8,Burglary,Yes,Medium,0.4,2.42,6.2,
Borivali Station West,19.25104589573124,72.85243267037687,Yes,No,0.9,No,3,2,Theft,No,Low,1.2,2.31,6.6,"Eksar, Kandarpada, Shimpoli"
Scott Nagar,19.239490706286983,72.87633063712302,No,No,1.8,No,2,8,Burglary,Yes,Low,0.3,2.32,5.3,
Johnson Nagar,19.255278811439247,72.85290458066146,No,No,0.2,Yes,2,22,Theft,Yes,High,1.6,2.77,7.8,
Simmons Nagar,19.2618968198301,72.87549453585379,Yes,Yes,2.5,No,5,15,Vandalism,No,Medium,0.4,4.01,10.8,
Eksar,19.250889698369026,72.84389419631171,Yes,Yes,1.1,No,3,34,Vandalism,Yes,High,2.0,2.61,6.1,"Borivali Station West, Mandapeshwar, IC Colony"
Baker Nagar,19.233980669112743,72.85730679571962,Yes,Yes,2.9,Yes,4,32,None,Yes,Medium,0.7,0.4,3.2,
Hill View,19.234929028575017,72.85601883297424,Yes,No,2.7,Yes,5,11,Accident,Yes,Low,1.2,0.49,3.4,
Dattapada,19.25401541013715,72.8477767372704,No,No,0.5,No,3,16,Accident,Yes,Medium,0.6,2.76,8.0,
Simmons Nagar,19.238407134794496,72.86466001171652,No,No,2.2,Yes,5,31,Accident,No,Medium,0.6,1.23,3.9,
Peaceful Valley,19.266060182934574,72.86159849536227,No,Yes,0.4,No,3,38,None,No,Low,1.3,3.97,10.8,
Western Heights,19.267952350829457,72.84200643473946,No,Yes,1.9,No,5,7,None,No,High,0.4,4.41,9.3,
Long Nagar,19.26499427187863,72.87930249545822,No,No,1.0,No,3,41,Vandalism,No,High,0.4,4.51,11.0,
Ritter Nagar,19.24504898241135,72.86293551040539,No,Yes,1.4,Yes,4,37,Theft,No,Medium,0.5,1.75,3.9,
Scott Nagar,19.26015282497893,72.847859993325,No,No,1.5,No,1,30,Vandalism,Yes,Medium,1.0,3.4,9.5,
Patterson Nagar,19.234122649796703,72.84806081026754,No,Yes,2.6,Yes,5,7,Vandalism,Yes,Medium,0.2,0.96,4.9,
Green Acres,19.265027132840228,72.85327288619139,Yes,Yes,0.5,No,1,5,Accident,No,Low,1.1,3.84,9.5,
Lindsey Nagar,19.265505987001475,72.8615210898089,Yes,No,2.5,No,5,36,Accident,Yes,High,1.3,3.91,7.9,
Solis Nagar,19.261506365372547,72.85858520921923,Yes,No,1.0,No,4,30,Vandalism,Yes,Low,1.5,3.44,8.9,
Eksar,19.25551573597014,72.87678372685694,No,No,0.4,Yes,4,5,Theft,Yes,High,0.5,3.5,8.7,"Borivali Station West, Mandapeshwar, IC Colony"
Borivali Station West,19.252983773975892,72.8548093917934,No,No,1.0,Yes,1,32,Burglary,No,Medium,0.7,2.49,6.1,"Eksar, Kandarpada, Shimpoli"
River Side,19.26625590510092,72.85294700287422,No,Yes,1.7,No,2,35,Burglary,No,High,0.4,3.97,8.1,
Borivali Station West,19.25748117024417,72.85771761151904,Yes,Yes,0.5,No,4,32,Chain Snatching,Yes,Medium,0.5,2.99,8.3,"Eksar, Kandarpada, Shimpoli"
Johnston Nagar,19.24824869249192,72.86025421373073,No,No,2.6,Yes,5,41,None,Yes,Low,0.9,2.01,5.9,
Dahisar Check Naka,19.255813623021247,72.87890060744066,No,Yes,0.7,Yes,1,23,Theft,No,Low,1.5,3.67,7.3,
Simmons Nagar,19.2526444182036,72.86935720517621,No,No,2.2,No,2,21,None,No,Medium,1.3,2.8,5.9,
Frye Nagar,19.25812746777957,72.85898441501874,No,Yes,2.9,Yes,4,12,Burglary,Yes,High,1.6,3.07,7.9,
Gorai,19.26201238281161,72.86085332459898,Yes,Yes,0.2,Yes,5,40,Chain Snatching,No,Low,0.8,3.52,8.1,
Anand Nagar,19.24533841462165,72.84801565296729,No,Yes,2.6,Yes,3,4,None,Yes,High,0.3,1.86,4.2,
SFIT (Via Pai Nagar),19.2509686280132,72.86969942757729,No,Yes,0.6,No,4,48,Chain Snatching,No,Low,0.9,2.66,7.9,
Ellis Nagar,19.26988185713105,72.87903379264762,No,No,0.7,Yes,2,29,Accident,Yes,Low,0.3,4.97,11.1,
Green Woods,19.231158447162237,72.86991491709813,Yes,Yes,2.0,No,3,31,Burglary,Yes,Low,1.7,1.42,3.8,
Shailendra Nagar,19.250268931849725,72.86215352247312,No,Yes,1.6,No,2,34,Chain Snatching,Yes,Low,0.8,2.27,7.4,
Dahisar Check Naka,19.268602485152428,72.87896179099987,No,Yes,0.7,No,1,9,None,Yes,Medium,1.3,4.84,10.0,
Lake View,19.24536581215565,72.84587962733546,No,No,2.0,No,4,23,Theft,Yes,Medium,0.4,1.98,5.0,
Giles Nagar,19.26990599135392,72.85785933178835,No,No,1.2,Yes,5,8,None,No,Medium,0.5,4.36,10.4,
Mandapeshwar,19.264253309952792,72.86618823851185,No,No,0.8,No,5,7,Vandalism,No,Low,1.1,3.88,10.6,"Eksar, IC Colony, Shimpoli"
Solis Nagar,19.24823478888149,72.86078184130373,No,Yes,2.1,No,1,26,Vandalism,No,High,1.4,2.02,6.3,
Peaceful Valley,19.237685693547867,72.86416718797146,No,No,1.3,No,3,43,None,No,Low,1.1,1.14,2.6,
Lake View,19.245606635657538,72.84398113481623,No,Yes,2.8,No,5,3,Chain Snatching,Yes,Low,1.7,2.12,6.7,
Shailendra Nagar,19.2538643593952,72.86386224136028,No,Yes,2.5,Yes,3,16,Chain Snatching,No,Medium,1.5,2.7,7.0,
Ward Nagar,19.236915945926995,72.8503880458379,Yes,Yes,1.3,Yes,4,39,None,Yes,Low,1.9,0.95,3.7,
Simmons Nagar,19.25506833941505,72.87128168442759,Yes,No,1.4,No,3,2,Burglary,No,Low,0.4,3.14,9.2,
Shivdham,19.245878783852085,72.85521964053068,No,Yes,0.2,Yes,1,17,Vandalism,Yes,Medium,1.5,1.71,3.9,
IC Colony,19.256037677216995,72.87765258691444,Yes,Yes,0.8,Yes,1,25,Chain Snatching,Yes,High,1.8,3.6,8.5,"Eksar, Mandapeshwar, Shimpoli"
Dahanukar Wadi,19.268115988876254,72.87904567857935,No,No,1.6,No,1,20,None,No,Low,0.1,4.8,10.4,
Johnston Nagar,19.241927918156623,72.84645263092789,No,No,2.2,No,3,29,Burglary,No,High,0.8,1.64,4.3,
Ritter Nagar,19.255681047374317,72.87622309719141,No,No,2.6,No,1,15,None,Yes,Medium,1.3,3.48,8.3,
Sunshine Hills,19.25841827916795,72.87155834587347,No,No,2.5,Yes,2,9,Theft,No,High,0.8,3.48,9.3,
Anand Nagar,19.232798390912837,72.87406277843017,No,No,2.5,No,4,33,Chain Snatching,No,High,0.8,1.87,5.2,
Shimpoli,19.25909823337369,72.86622320663533,No,No,2.5,No,4,21,Accident,No,Medium,1.3,3.33,8.2,"Borivali Station West, Mandapeshwar, IC Colony"
Gorai,19.259066311902963,72.87207119784419,No,Yes,2.8,Yes,3,1,Vandalism,Yes,Medium,1.0,3.57,9.9,
Rawalpada,19.264308184317084,72.84399795271389,No,No,0.8,No,4,29,None,No,High,0.1,3.96,10.0,
SFIT (Via Eksar Metro),19.26984668172108,72.84994579563225,Yes,No,2.5,No,1,4,Chain Snatching,Yes,High,1.3,4.41,10.6,
Richard Nagar,19.240060043583604,72.85824530111691,No,Yes,0.2,No,1,9,Accident,No,High,1.2,1.08,3.1,
Ritter Nagar,19.264605644345732,72.85010577977528,No,No,2.0,Yes,1,30,Vandalism,Yes,High,1.5,3.83,9.2,
Shivaji Park,19.269774659167844,72.84198185600854,No,No,2.2,No,4,16,None,Yes,Low,1.2,4.6,11.8,
Eksar,19.234199896491724,72.8660338286507,No,Yes,1.4,No,4,39,Theft,Yes,Medium,0.9,1.09,4.8,"Borivali Station West, Mandapeshwar, IC Colony"
Patterson Nagar,19.265303709097477,72.86906398040755,No,Yes,2.0,No,5,2,Accident,No,Medium,0.3,4.08,10.1,
Sunder Nagar,19.25431322638579,72.84804785615756,No,Yes,0.4,No,5,48,None,Yes,Low,1.4,2.78,7.1,
Rawalpada,19.260720964820965,72.86928509753544,No,No,1.9,Yes,4,30,Theft,No,Low,0.4,3.61,8.7,
Green Acres,19.23800817477467,72.85027597756809,No,No,1.0,Yes,3,6,Theft,Yes,Low,1.9,1.05,4.9,
Sunshine Hills,19.24632598544096,72.84247191506968,No,Yes,1.5,No,1,33,Theft,No,Low,0.4,2.28,6.2,
Palm Grove,19.25233445765449,72.84693048058395,Yes,No,0.5,No,1,10,Accident,Yes,High,1.4,2.61,7.8,
Shimpoli,19.266455754261013,72.87619669960954,Yes,Yes,0.3,No,2,15,Accident,Yes,Low,1.3,4.49,11.0,"Borivali Station West, Mandapeshwar, IC Colony"
Johnston Nagar,19.24149688970253,72.85627168058737,No,No,1.7,Yes,1,35,Burglary,Yes,Medium,0.3,1.22,4.1,
Borivali Station West,19.24479817006462,72.85290519987558,Yes,Yes,2.0,Yes,5,26,Theft,No,High,1.0,1.62,3.3,"Eksar, Kandarpada, Shimpoli"
Campbell Nagar,19.236909999066143,72.84456476521085,No,Yes,2.4,No,1,50,Vandalism,Yes,Low,1.8,1.43,4.7,
Sunshine Hills,19.24300197368047,72.86910279791213,Yes,Yes,2.4,No,5,23,Theft,No,Medium,0.6,1.92,4.4,
Silver Oaks,19.238195456314426,72.85759583812073,Yes,No,0.6,No,4,30,None,No,Low,1.9,0.86,4.1,
Baker Nagar,19.23081672024955,72.84576228849838,No,No,2.7,No,1,3,None,Yes,Low,1.6,1.12,3.2,
Golden Nest,19.24649707123668,72.85190394319103,No,No,1.8,Yes,3,26,Theft,Yes,High,0.5,1.83,4.2,
Solis Nagar,19.2354093574365,72.8631064379665,Yes,Yes,2.8,Yes,2,33,Chain Snatching,No,High,0.6,0.89,4.3,
Ocean View,19.242650807067413,72.86608739375399,Yes,Yes,1.9,Yes,3,29,Theft,Yes,Low,1.0,1.69,3.5,
Eksar,19.24702024336052,72.84081214489277,Yes,No,2.2,Yes,4,30,Accident,Yes,Medium,1.8,2.46,6.5,"Borivali Station West, Mandapeshwar, IC Colony"
Sunder Nagar,19.235727379861228,72.84470156953141,No,No,2.3,Yes,4,4,Accident,No,Low,0.4,1.36,5.6,
SFIT (Via Pai Nagar),19.235453915024,72.8784642683509,No,No,1.8,No,3,49,Chain Snatching,Yes,High,1.3,2.38,6.9,
Western Heights,19.249400073625758,72.86067700106688,No,No,1.2,No,1,16,None,No,Low,0.1,2.14,4.8,
Golden Nest,19.25512230392116,72.87088794919272,No,No,2.4,No,4,37,Accident,Yes,Medium,0.7,3.12,8.7,
River Side,19.2433710725858,72.84575088497459,No,Yes,2.7,No,4,36,Vandalism,No,High,1.2,1.81,6.5,
Padilla Nagar,19.247008985036643,72.84212659879982,Yes,Yes,2.5,No,1,11,None,Yes,Medium,0.5,2.36,4.9,
Palm Grove,19.242911691719023,72.85591021023943,No,No,2.9,No,2,32,Accident,Yes,Low,1.0,1.37,3.6,
Hill View,19.23880978183077,72.86577726144837,Yes,Yes,0.7,No,4,6,Chain Snatching,Yes,Medium,0.2,1.35,3.6,
Golden Nest,19.254980349191538,72.86244951722585,No,No,2.1,Yes,4,2,Accident,Yes,Medium,0.3,2.78,5.8,
Campbell Nagar,19.248005622110224,72.8441976888301,No,Yes,2.5,Yes,2,2,Theft,Yes,High,0.4,2.32,6.2,
Long Nagar,19.25385546747257,72.85445352435268,Yes,No,0.6,Yes,1,3,Chain Snatching,No,Medium,1.2,2.59,7.6,
Shimpoli,19.2667087200933,72.8620321184516,Yes,No,1.1,Yes,3,41,Burglary,Yes,Low,1.0,4.05,10.8,"Borivali Station West, Mandapeshwar, IC Colony"
Lindsey Nagar,19.252001484465023,72.84113369495367,Yes,No,0.9,Yes,5,39,None,No,Low,1.0,2.87,6.3,
Shivaji Park,19.26913311113463,72.87494893461029,Yes,Yes,0.7,Yes,4,4,Accident,No,Low,1.8,4.7,9.6,
IC Colony,19.230325525993926,72.87264885669552,Yes,No,2.1,No,5,25,Vandalism,No,Medium,0.4,1.71,5.0,"Eksar, Mandapeshwar, Shimpoli"
Dahisar Check Naka,19.258877166410155,72.85198026613047,No,No,0.4,No,3,1,Accident,No,High,0.8,3.18,6.9,
Silver Oaks,19.248481095591558,72.86385444207377,Yes,No,2.9,No,2,21,Vandalism,No,Low,1.4,2.14,5.8,
Richard Nagar,19.2540061832142,72.85542070950974,No,Yes,1.6,Yes,1,42,Chain Snatching,No,Low,0.5,2.6,6.6,
Shimpoli,19.26740792653686,72.87187169232168,No,Yes,1.3,No,4,3,Accident,No,Low,1.2,4.4,10.6,"Borivali Station West, Mandapeshwar, IC Colony"
Rawalpada,19.24971245177275,72.879209205212,Yes,No,0.3,Yes,4,15,Vandalism,No,Low,1.9,3.21,6.6,
Green Valley,19.25535730605429,72.862405417694,Yes,Yes,1.3,No,2,9,Vandalism,No,Medium,1.5,2.82,8.5,
SFIT (Via Eksar Metro),19.25965315708157,72.87285492138695,No,No,0.6,No,4,15,None,Yes,High,1.4,3.66,7.6,
Peaceful Valley,19.253257428497967,72.86596820681878,Yes,Yes,2.5,No,3,20,Chain Snatching,No,High,1.3,2.71,6.6,
Sunder Nagar,19.232294476905853,72.87652575278791,Yes,No,0.9,Yes,2,24,Vandalism,No,Low,1.9,2.13,6.3,
Dahisar Check Naka,19.232866589396,72.85386798375264,No,Yes,2.9,Yes,1,8,Accident,Yes,Medium,1.9,0.37,2.5,
Western Heights,19.246625526046,72.85886131961871,Yes,Yes,0.6,Yes,5,28,Chain Snatching,No,High,1.4,1.8,4.7,
Johnson Nagar,19.24561267287285,72.84089947507718,Yes,Yes,2.2,No,3,38,None,No,Low,1.6,2.34,6.1,
Ellis Nagar,19.26855636171029,72.86419282269347,Yes,No,2.0,No,1,37,Accident,No,Medium,0.9,4.29,10.0,
Western Heights,19.268500728835814,72.86663910662944,Yes,No,1.1,No,4,31,Accident,No,Medium,0.4,4.34,11.0,
Western Heights,19.239812419788294,72.86192720832673,Yes,Yes,1.9,No,5,34,Theft,Yes,High,0.5,1.18,2.5,
Eksar,19.23925806090387,72.87641512112148,Yes,Yes,0.3,Yes,3,40,Accident,No,Medium,0.2,2.32,6.5,"Borivali Station West, Mandapeshwar, IC Colony"
Frye Nagar,19.245961865598957,72.8604341713965,No,No,1.3,Yes,2,7,Accident,Yes,High,1.1,1.76,3.7,
Anand Nagar,19.23291826577054,72.86589060056168,No,No,1.3,No,3,47,Vandalism,Yes,High,1.1,1.03,4.1,
Palm Grove,19.269391078297936,72.85931119974407,Yes,Yes,2.3,Yes,4,27,Burglary,Yes,High,1.6,4.32,9.5,
Mountain View,19.23079421456281,72.87052430203119,No,Yes,0.5,No,3,8,Burglary,Yes,Low,0.5,1.49,4.1,
Palm Grove,19.25417526234541,72.857789672787,Yes,Yes,1.0,No,5,34,Vandalism,No,Low,1.1,2.62,5.6,
Green Woods,19.232203234394422,72.87004987454394,No,No,0.2,Yes,3,23,None,No,Medium,0.8,1.45,4.2,
Shivdham,19.23321404964538,72.86529197860582,Yes,Yes,0.2,No,4,36,None,No,High,1.2,0.98,2.2,
Shimpoli,19.2662219785911,72.85932016184157,Yes,Yes,2.1,No,3,37,Accident,Yes,Medium,1.6,3.97,8.8,"Borivali Station West, Mandapeshwar, IC Colony"
Green Woods,19.245261342495944,72.84937451926206,Yes,Yes,1.3,No,1,26,Burglary,Yes,Medium,0.7,1.79,4.3,
SFIT (Direct Route),19.254056796442622,72.87376460027916,No,Yes,0.7,No,5,40,None,Yes,Low,1.6,3.18,7.4,
Solis Nagar,19.257233668897417,72.84445339157001,No,Yes,1.2,Yes,5,18,None,No,High,0.9,3.21,7.9,
Simmons Nagar,19.26013258831684,72.85698065735652,Yes,Yes,2.1,Yes,2,11,Theft,No,Medium,1.8,3.28,6.9,
Scott Nagar,19.24336033496416,72.85047939141096,Yes,No,1.4,No,1,24,Burglary,Yes,Low,1.4,1.55,3.4,
IC Colony,19.247777802533403,72.84507574035906,Yes,No,2.7,No,4,45,None,No,Medium,0.9,2.25,6.6,"Eksar, Mandapeshwar, Shimpoli"
Mandapeshwar,19.23936842760873,72.84270879274099,No,Yes,2.1,Yes,3,42,Burglary,No,Low,1.7,1.74,5.2,"Eksar, IC Colony, Shimpoli"
Dahanukar Wadi,19.256462843129185,72.85448705853148,Yes,No,0.9,Yes,2,12,Burglary,No,Medium,0.9,2.88,6.3,
Giles Nagar,19.25015678088865,72.84168191094915,No,No,1.2,Yes,3,9,Theft,Yes,Medium,1.0,2.67,6.2,
Peaceful Valley,19.260527739289945,72.85557598220012,No,No,1.0,Yes,3,22,Chain Snatching,Yes,High,1.6,3.33,7.1,
Chikuwadi,19.251187706624,72.85891526201686,No,Yes,0.7,Yes,1,7,Burglary,Yes,High,0.8,2.31,4.9,
Dahanukar Wadi,19.241500176618285,72.8735112277877,No,Yes,0.8,Yes,4,31,Theft,Yes,High,0.2,2.17,5.8,
Scott Nagar,19.25455782843696,72.85296738476394,Yes,No,1.3,No,3,14,Vandalism,Yes,Medium,1.4,2.69,6.1,
Anand Nagar,19.249492348781448,72.85546890282755,Yes,No,2.4,No,1,12,Theft,No,Low,1.9,2.1,6.7,
Johnston Nagar,19.247883896862653,72.87971800045443,No,Yes,1.7,Yes,2,5,None,No,High,2.0,3.12,6.9,
Padilla Nagar,19.2660114344556,72.8712663241979,No,No,1.9,No,5,22,Vandalism,No,High,0.7,4.23,8.7,
IC Colony,19.233193303996902,72.85014889863174,Yes,No,0.1,No,4,38,Chain Snatching,Yes,High,1.7,0.72,4.1,"Eksar, Mandapeshwar, Shimpoli"
Green Acres,19.26667588861863,72.84720357895719,No,No,0.2,Yes,3,13,Chain Snatching,Yes,High,0.8,4.12,8.7,
SFIT (Direct Route),19.23043664236624,72.86697637114925,No,Yes,1.7,No,5,5,Theft,Yes,Low,0.9,1.11,2.4,
Shailendra Nagar,19.258092077928453,72.87839351524129,No,Yes,2.7,No,3,49,Theft,Yes,High,0.5,3.83,9.7,
River Side,19.25305819200348,72.86206680862445,Yes,No,2.8,No,2,9,None,No,Medium,0.8,2.57,6.1,
Simmons Nagar,19.26248541717236,72.86377753643423,No,No,1.2,No,2,9,Theft,Yes,Low,0.5,3.62,8.5,
Hill View,19.262511534018543,72.87083960415347,Yes,Yes,0.1,No,2,24,None,No,High,0.7,3.86,9.1,
IC Colony,19.249474177498858,72.84506455820433,No,No,1.1,No,5,17,Theft,Yes,Low,0.7,2.41,5.8,"Eksar, Mandapeshwar, Shimpoli"
Silver Oaks,19.261866471285654,72.84840681204346,No,Yes,2.7,Yes,5,32,Theft,Yes,High,0.4,3.57,8.2,
Lake View,19.23246092410264,72.86210381669576,No,Yes,0.3,No,4,4,Burglary,No,Low,1.0,0.64,1.6,
Frye Nagar,19.256372171056363,72.86072355192555,No,Yes,1.3,Yes,1,23,Accident,No,Medium,0.4,2.9,5.8,
Palm Grove,19.259547830348964,72.87631630486001,No,No,1.3,No,2,14,Accident,No,Medium,0.4,3.84,8.1,
Johnston Nagar,19.26387190476159,72.8646337746149,Yes,No,1.5,No,3,13,Theft,Yes,Medium,1.0,3.79,10.0,
Campbell Nagar,19.243395340966927,72.87289723209753,Yes,Yes,1.0,No,1,10,Vandalism,Yes,Low,1.2,2.25,4.9,
Simmons Nagar,19.25991566642392,72.85057825102264,Yes,No,0.9,Yes,2,17,None,Yes,Low,1.0,3.31,8.9,
Mountain View,19.24628517967101,72.86616702364769,No,Yes,1.9,Yes,2,27,None,No,Low,2.0,2.03,5.4,
Pearson Nagar,19.25016430558143,72.8479177265128,No,Yes,2.5,Yes,3,32,Accident,Yes,High,0.3,2.35,7.3,
Mandapeshwar,19.247112416513083,72.85049077234645,No,No,0.4,Yes,3,27,None,Yes,High,0.6,1.94,6.6,"Eksar, IC Colony, Shimpoli"
Shailendra Nagar,19.248186568072494,72.86723007207782,No,No,2.0,No,4,33,Vandalism,No,Low,1.3,2.26,6.5,
Dahanukar Wadi,19.264851180520008,72.8420285842884,Yes,Yes,2.8,No,1,22,Theft,No,High,0.3,4.09,8.9,
Frye Nagar,19.26630238169156,72.8704862009987,No,Yes,1.9,Yes,2,47,None,Yes,Medium,0.3,4.23,9.1,
SFIT (Direct Route),19.23154186370708,72.84797164110496,Yes,No,2.5,Yes,1,13,None,No,Medium,1.7,0.89,4.3,
Scott Nagar,19.261737937475687,72.86164492090425,No,Yes,1.1,Yes,5,48,Theft,Yes,Low,1.5,3.5,8.4,
Rawalpada,19.238314255052085,72.84947628204068,Yes,Yes,2.3,No,4,31,Burglary,No,High,0.4,1.13,2.8,
IC Colony,19.251156246279532,72.84999563869124,Yes,Yes,1.7,No,2,2,Burglary,No,Low,0.3,2.38,5.9,"Eksar, Mandapeshwar, Shimpoli"
Ellis Nagar,19.235423269844794,72.87982552642995,Yes,No,1.3,Yes,4,26,Accident,Yes,Medium,1.8,2.52,6.5,
Green Valley,19.234535696422608,72.84656450811268,No,No,2.2,No,5,27,Accident,Yes,High,1.4,1.13,2.8,
Campbell Nagar,19.267842230689343,72.86279509544927,No,No,2.7,Yes,4,6,Burglary,No,High,1.6,4.19,10.4,
Baker Nagar,19.245492418553592,72.84078520080612,Yes,No,1.8,No,3,41,Burglary,No,Low,0.9,2.33,4.9,
SFIT (Via Eksar Metro),19.235974083528237,72.85837359058787,No,Yes,2.9,Yes,3,7,Vandalism,Yes,Medium,1.2,0.64,3.6,
Ocean View,19.26523725764228,72.84120851575456,No,Yes,2.0,No,5,39,Vandalism,Yes,Low,1.1,4.16,10.0,
Silver Oaks,19.254793586494312,72.87923067855306,Yes,No,0.3,No,4,18,Chain Snatching,Yes,Low,1.4,3.6,8.9,
Eksar,19.230364658249336,72.85367471942112,Yes,No,0.8,Yes,5,5,Accident,No,Low,0.4,0.29,1.4,"Borivali Station West, Mandapeshwar, IC Colony"
Mandapeshwar,19.237750896910757,72.84495864420016,Yes,Yes,1.8,Yes,3,3,Burglary,Yes,High,1.1,1.45,4.6,"Eksar, IC Colony, Shimpoli"
Dahisar Check Naka,19.24373133240662,72.86627320735617,No,Yes,1.3,No,4,10,Chain Snatching,Yes,High,1.5,1.8,5.6,
Lake View,19.242983771016032,72.87490032184851,Yes,No,2.0,No,3,27,None,Yes,Low,0.6,2.39,7.4,
Shailendra Nagar,19.240672540071408,72.84992053465113,Yes,Yes,1.5,Yes,2,23,None,No,High,1.1,1.32,3.7,
Potts Nagar,19.264306037960107,72.84528771784503,No,No,0.5,Yes,5,26,Vandalism,No,High,0.5,3.92,8.3,
Peaceful Valley,19.259545355884526,72.87510203444262,Yes,Yes,2.7,Yes,3,8,Burglary,No,Medium,0.4,3.77,9.5,
Ritter Nagar,19.23605542247912,72.85534613286194,No,Yes,2.6,No,1,0,None,Yes,Low,1.3,0.62,4.2,
